train_loss,val_loss,train_acc,val_acc
1.8482989908812881,1.6669075727462768,0.2941077958391807,0.3961038961038961
1.7207118087000661,1.5987289309501649,0.36077315844886676,0.42694805194805197
1.680768897007038,1.596957117319107,0.3870246761084784,0.4366883116883117
1.6514951377720029,1.601992928981781,0.385035234907951,0.43344155844155846
1.6364851973273538,1.5160843312740326,0.3931932045188537,0.4805194805194805
1.6108246236652524,1.4858811497688293,0.4070124815825442,0.49837662337662336
1.591756763396325,1.4946090698242187,0.423104088141466,0.4902597402597403
1.594476198221182,1.4772395491600037,0.4385484697510851,0.5113636363636364
1.5732170653033566,1.5807991087436677,0.42838009249311804,0.4318181818181818
1.5380894301773667,1.672168070077896,0.4582135537882482,0.37337662337662336
1.5462107101044098,1.581636470556259,0.44889793312499693,0.4724025974025974
1.557126009619081,1.4401982009410859,0.4404081285288363,0.538961038961039
1.5179521495645696,1.4470462918281555,0.4687910286878601,0.525974025974026
1.488458427515897,1.3915277123451233,0.47840023286465005,0.5487012987012987
1.5076865391297773,1.4427211344242097,0.4691536224880614,0.5422077922077922
1.5121827481629013,1.5206256747245788,0.46613357691972257,0.5064935064935064
1.4724144904644458,1.52561394572258,0.49002186315211127,0.49188311688311687
1.4986602222764647,1.5191114008426667,0.4788062442372638,0.5
1.460517683586517,1.3546868979930877,0.49684772726545456,0.6055194805194806
1.4561419827597482,1.3474548935890198,0.4952496273062687,0.6022727272727273
1.4522939966870594,1.3336168944835662,0.5179091528310564,0.6087662337662337
1.4170688235914553,1.3635421514511108,0.5204489883030995,0.5957792207792207
1.4413607569483968,1.320955789089203,0.5202700144650579,0.6087662337662337
1.468283877744303,1.3263645708560943,0.5022247657970392,0.612012987012987
1.438889689259715,1.339431881904602,0.5076312240929298,0.6071428571428571
1.4378933070541977,1.3255093157291413,0.5132993518300071,0.6087662337662337
1.4238106523241316,1.3392970204353332,0.5325592412605037,0.6055194805194806
1.4207166293998816,1.3145420014858247,0.5232018937624964,0.6152597402597403
1.4587707426640895,1.3121756196022034,0.5132345198662366,0.6217532467532467
1.450066825012108,1.3152273833751678,0.5103122174712807,0.6103896103896104
1.4315344002339747,1.3104954361915588,0.5191374105171273,0.6233766233766234
1.4158877567811445,1.3142087876796722,0.5181644512822139,0.6038961038961039
1.429888390875482,1.316897177696228,0.5240580079633451,0.6185064935064936
1.4091760461980647,1.3115371346473694,0.5415319467210856,0.6168831168831169
1.4052406425599928,1.311574798822403,0.5398199208821473,0.6103896103896104
1.3880383658718753,1.3125960528850555,0.5511174950879747,0.6136363636363636
1.4345771120740223,1.3086302697658538,0.5176705044494825,0.6152597402597403
1.4272639550171888,1.3097446739673615,0.5281673071406161,0.6136363636363636
1.4200634414499456,1.3073335886001587,0.5243970330827806,0.6233766233766234
1.4528805048434765,1.311497801542282,0.508194607971063,0.6185064935064936
1.4385507369970347,1.303685998916626,0.5231617810075381,0.6217532467532467
1.4345542718837787,1.3126925468444823,0.5177404220942118,0.6201298701298701
1.4184214511475006,1.3117254734039308,0.5367874690124811,0.6136363636363636
1.4190561105678607,1.3062809228897094,0.5245046440998505,0.6185064935064936
1.4168894461223058,1.3063538193702697,0.533040605613874,0.6168831168831169
1.4186707719579918,1.3138363778591156,0.5209006519252083,0.6185064935064936
