epoch,loss,accuracy,val_loss,val_accuracy
1,1.822636084634114,0.22560975609756098,1.8041719554306626,0.2435064935064935
2,1.8078040126862565,0.22845528455284553,1.7873044540355731,0.2435064935064935
3,1.7953199708364844,0.23373983739837398,1.793465078651131,0.2435064935064935
4,1.795064948438629,0.24065040650406505,1.7876949279339283,0.2435064935064935
5,1.7960020803823704,0.2345528455284553,1.786290063486471,0.24512987012987014
6,1.796679292074064,0.23373983739837398,1.7848661317453756,0.2435064935064935
7,1.757599567397823,0.2577235772357724,1.7289033679219035,0.2532467532467532
8,1.682593050041819,0.3178861788617886,1.6279069541336655,0.3587662337662338
9,1.6278694922361916,0.34308943089430893,1.5947028042434097,0.37337662337662336
10,1.5795945603673052,0.3544715447154472,1.570534018727092,0.37662337662337664
11,1.5357202591934824,0.35813008130081303,1.5455526562480184,0.35714285714285715
12,1.5180205316078372,0.37317073170731707,1.4598641364605396,0.4090909090909091
13,1.4883180228675283,0.37398373983739835,1.4345467028679786,0.4042207792207792
14,1.461302711323994,0.39471544715447154,1.421552569835217,0.4107142857142857
15,1.4313497713910854,0.408130081300813,1.3533495416888943,0.4383116883116883
16,1.3871160718483653,0.4105691056910569,1.424415702943678,0.40584415584415584
17,1.3918952589112568,0.42032520325203254,1.4423766167132885,0.44642857142857145
18,1.3658708341722565,0.42886178861788615,1.2795675543995646,0.49512987012987014
19,1.3230651979523946,0.441869918699187,1.291665345043331,0.4805194805194805
20,1.289398086555605,0.47520325203252034,1.4959062864254047,0.3977272727272727
21,1.3027861507927498,0.466260162601626,1.2661284022517019,0.4675324675324675
22,1.2811529834096025,0.4764227642276423,1.1664633596098268,0.5162337662337663
23,1.2453555079979626,0.4768292682926829,1.2709996127463006,0.5097402597402597
24,1.2320354316292739,0.49634146341463414,1.1900247970184723,0.5357142857142857
25,1.1621533620648268,0.5247967479674797,1.1668868436441793,0.547077922077922
26,1.1816842616088992,0.5138211382113821,1.1958315511802575,0.5275974025974026
27,1.0693048665194007,0.5605691056910569,1.0817037155101825,0.586038961038961
28,1.0374131289924062,0.582520325203252,1.054071330404901,0.5811688311688312
29,1.0120496714987406,0.591869918699187,1.054913695756491,0.577922077922078
30,0.9942688730674062,0.5983739837398374,1.074397909176814,0.551948051948052
31,0.992787300086603,0.6036585365853658,1.0555775630009638,0.5746753246753247
32,0.9847963988296384,0.6032520325203252,1.0319437113675205,0.5957792207792207
33,0.9584924882020408,0.6109756097560975,1.0101920025689262,0.5974025974025974
34,0.9367100043994624,0.624390243902439,1.0191288288537559,0.5844155844155844
35,0.9235199743170079,0.6341463414634146,0.9737035500538813,0.6103896103896104
36,0.9281673272450764,0.6296747967479674,1.0058157738153037,0.5974025974025974
37,0.9280475943069147,0.6252032520325204,0.9795680077044995,0.6201298701298701
38,0.8951141878841369,0.6556910569105691,0.9724124685510412,0.5957792207792207
