epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.6516259908676147,9.999999747378752e-05,0.9379263520240784,0.7435064911842346,0.7345296144485474
1,0.8459349870681763,9.999999747378752e-05,0.42071497440338135,0.7938311696052551,0.614066481590271
2,0.8821138143539429,9.999999747378752e-05,0.3245028257369995,0.8376623392105103,0.4602997601032257
3,0.9032520055770874,9.999999747378752e-05,0.2752150595188141,0.8425324559211731,0.44584789872169495
4,0.9288617968559265,9.999999747378752e-05,0.20826716721057892,0.8441558480262756,0.4618728458881378
5,0.9390243887901306,9.999999747378752e-05,0.1732892245054245,0.8165584206581116,0.5678371787071228
6,0.9528455138206482,9.999999747378752e-05,0.14819709956645966,0.8392857313156128,0.5157254338264465
7,0.9670731425285339,1.9999999494757503e-05,0.10112640261650085,0.8782467246055603,0.41708943247795105
8,0.9743902683258057,1.9999999494757503e-05,0.07969095557928085,0.8798701167106628,0.40117746591567993
9,0.9764227867126465,1.9999999494757503e-05,0.07927773147821426,0.8847402334213257,0.39377087354660034
10,0.9743902683258057,1.9999999494757503e-05,0.07767472416162491,0.8847402334213257,0.35367655754089355
11,0.9817073345184326,1.9999999494757503e-05,0.061550483107566833,0.8847402334213257,0.3776126205921173
12,0.9821138381958008,1.9999999494757503e-05,0.06492430716753006,0.8831169009208679,0.37746283411979675
13,0.9878048896789551,1.9999999494757503e-05,0.05243336781859398,0.8798701167106628,0.3852938413619995
14,0.9882113933563232,3.999999989900971e-06,0.047784388065338135,0.8782467246055603,0.38372427225112915
15,0.9853658676147461,3.999999989900971e-06,0.05332691967487335,0.8782467246055603,0.3848811686038971
16,0.9886178970336914,3.999999989900971e-06,0.05277727171778679,0.8782467246055603,0.3937705457210541
17,0.9898374080657959,8.000000093488779e-07,0.041057512164115906,0.8782467246055603,0.3951696753501892
18,0.9906504154205322,8.000000093488779e-07,0.04367220029234886,0.8814935088157654,0.3954773545265198
19,0.9939024448394775,8.000000093488779e-07,0.039907120168209076,0.8782467246055603,0.3909412622451782
20,0.9878048896789551,1.5999999902760464e-07,0.04481295868754387,0.8782467246055603,0.3912052512168884
21,0.9841463565826416,1.5999999902760464e-07,0.05427854135632515,0.8782467246055603,0.3922075629234314
22,0.9902439117431641,1.5999999902760464e-07,0.045854490250349045,0.8782467246055603,0.392277330160141
23,0.9902439117431641,3.199999909497819e-08,0.04381750151515007,0.8782467246055603,0.39341825246810913
24,0.9898374080657959,3.199999909497819e-08,0.04349885508418083,0.8782467246055603,0.3929229974746704
25,0.9906504154205322,3.199999909497819e-08,0.040297772735357285,0.8782467246055603,0.3928848206996918
