train_loss,val_loss,train_acc,val_acc,learning_rate
1.793000654740767,1.7086227416992188,0.24552845528455283,0.3051948051948052,0.0001
1.6424543702757204,1.5862913131713867,0.34308943089430893,0.35064935064935066,0.0001
1.6003670630516944,1.5480668067932128,0.34959349593495936,0.4074675324675325,0.0001
1.5604187884888092,1.5435891628265381,0.3727642276422764,0.4090909090909091,0.0001
1.5264353845026586,1.5696873188018798,0.3951219512195122,0.4155844155844156,0.0001
1.5041308294643054,1.5310497283935547,0.40284552845528454,0.413961038961039,0.0001
1.4919385430100676,1.4678923606872558,0.4024390243902439,0.43993506493506496,0.0001
1.4790684789806217,1.5113890647888184,0.40487804878048783,0.41233766233766234,0.0001
1.4501607867030355,1.515935444831848,0.4321138211382114,0.3977272727272727,0.0001
1.433766488905077,1.4794923186302185,0.4296747967479675,0.42045454545454547,0.0001
1.4125016091705918,1.505605685710907,0.4304878048780488,0.4090909090909091,0.0001
1.382893935426489,1.4462130129337312,0.4560975609756098,0.4431818181818182,2e-05
1.3681923336796946,1.377307951450348,0.45975609756097563,0.4675324675324675,2e-05
1.3727393552854463,1.3910259783267975,0.44878048780487806,0.461038961038961,2e-05
1.3653510901835058,1.3842955470085143,0.4695121951219512,0.46266233766233766,2e-05
1.3673472280626173,1.4483306050300597,0.4565040650406504,0.43993506493506496,2e-05
1.3651737501094867,1.406675434112549,0.45975609756097563,0.45454545454545453,2e-05
1.351620101309442,1.3694559752941131,0.45772357723577234,0.4788961038961039,4.000000000000001e-06
1.3467321488764379,1.3611900627613067,0.4666666666666667,0.4788961038961039,4.000000000000001e-06
1.3404745544706071,1.3788514256477356,0.4686991869918699,0.4805194805194805,4.000000000000001e-06
1.3516734606259828,1.3601533710956573,0.4573170731707317,0.4772727272727273,4.000000000000001e-06
1.3436064580818274,1.3680944204330445,0.4691056910569106,0.474025974025974,4.000000000000001e-06
1.3453245704824275,1.3630895555019378,0.46219512195121953,0.4788961038961039,4.000000000000001e-06
1.341520094252252,1.3750205159187316,0.46422764227642277,0.474025974025974,4.000000000000001e-06
1.3406481479669545,1.3678425014019013,0.4666666666666667,0.474025974025974,4.000000000000001e-06
1.3437499210431978,1.3669212102890014,0.46178861788617886,0.4707792207792208,8.000000000000002e-07
1.338847730066869,1.364094090461731,0.4695121951219512,0.474025974025974,8.000000000000002e-07
1.334434439609577,1.3650450110435486,0.4796747967479675,0.474025974025974,8.000000000000002e-07
1.3372332925920363,1.3662373542785644,0.4711382113821138,0.474025974025974,8.000000000000002e-07
1.3389762500663855,1.36601003408432,0.47317073170731705,0.47564935064935066,1.6000000000000006e-07
1.3398955162469444,1.3655925810337066,0.4711382113821138,0.474025974025974,1.6000000000000006e-07
1.3366948490018968,1.3652896404266357,0.47317073170731705,0.47564935064935066,1.6000000000000006e-07
1.3407458608800715,1.3655534982681274,0.46747967479674796,0.47564935064935066,1.6000000000000006e-07
1.3416842856964508,1.365703558921814,0.4711382113821138,0.474025974025974,1e-07
1.336922489203416,1.365201759338379,0.4715447154471545,0.474025974025974,1e-07
1.3321803606949842,1.3659653067588806,0.47479674796747967,0.474025974025974,1e-07
